"CH4","CO2","H2O","N2","O2","Qdot","T","f_Bilger","p","U:0","U:1","U:2","RR.CH4","RR.H2O","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7.77214e-12,4.47059e-07,3.66003e-07,7.70000e-01,2.29999e-01,-1.37463e-14,2.93306e+02,1.64611e-07,1.00000e+05,-8.08266e-02,1.45000e-07,1.40130e-45,-2.95618e-21,0.00000e+00,1,1.68000e-02,1.68000e-02,0.00000e+00,0.00000e+00
2.77901e-12,1.60010e-07,1.30999e-07,7.70000e-01,2.30000e-01,-4.76645e-15,2.93149e+02,5.89319e-08,1.00000e+05,-8.30307e-02,1.35000e-07,-1.40130e-45,-1.02504e-21,2.96143e-36,1,1.70000e-02,1.70000e-02,0.00000e+00,0.00000e+00
9.75819e-13,5.62258e-08,4.60316e-08,7.70000e-01,2.30000e-01,-1.64921e-15,2.93072e+02,2.07134e-08,1.00000e+05,-8.51317e-02,1.25000e-07,0.00000e+00,-3.54668e-22,0.00000e+00,1,1.72000e-02,1.72000e-02,0.00000e+00,0.00000e+00
3.36922e-13,1.94233e-08,1.59017e-08,7.70000e-01,2.30000e-01,-5.65669e-16,2.93034e+02,7.15690e-09,1.00000e+05,-8.71155e-02,1.15000e-07,-1.40130e-45,-1.21649e-22,0.00000e+00,1,1.74000e-02,1.74000e-02,0.00000e+00,0.00000e+00
1.14580e-13,6.60717e-09,5.40923e-09,7.70000e-01,2.30000e-01,9.95586e-15,2.93016e+02,2.43514e-09,1.00000e+05,-8.89728e-02,1.02500e-07,0.00000e+00,-4.12292e-23,4.16788e-22,1,1.76000e-02,1.76000e-02,0.00000e+00,0.00000e+00
3.84154e-14,2.21560e-09,1.81389e-09,7.70000e-01,2.30000e-01,1.00833e-14,2.93008e+02,8.16718e-10,1.00000e+05,-9.06973e-02,9.00000e-08,0.00000e+00,-1.38157e-23,4.16788e-22,1,1.78000e-02,1.78000e-02,0.00000e+00,0.00000e+00
1.27203e-14,7.33609e-10,6.00599e-10,7.70000e-01,2.30000e-01,1.24721e-15,2.93004e+02,2.70494e-10,1.00000e+05,-9.22844e-02,8.25000e-08,0.00000e+00,-4.56749e-24,5.20985e-23,1,1.80000e-02,1.80000e-02,0.00000e+00,0.00000e+00
4.16217e-15,2.40049e-10,1.96526e-10,7.70000e-01,2.30000e-01,1.54603e-15,2.93001e+02,8.85205e-11,1.00000e+05,-9.37305e-02,7.25001e-08,0.00000e+00,-1.49303e-24,5.20985e-23,1,1.82000e-02,1.82000e-02,0.00000e+00,0.00000e+00
1.34828e-15,7.77474e-11,6.36512e-11,7.70000e-01,2.30000e-01,2.82276e-16,2.93000e+02,2.86756e-11,1.00000e+05,-9.50323e-02,6.25000e-08,0.00000e+00,-4.83862e-25,0.00000e+00,1,1.84000e-02,1.84000e-02,0.00000e+00,0.00000e+00
4.32716e-16,2.49500e-11,2.04263e-11,7.70000e-01,2.30000e-01,-7.22969e-19,2.93000e+02,9.20362e-12,1.00000e+05,-9.61870e-02,5.75000e-08,0.00000e+00,-1.55477e-25,0.00000e+00,1,1.86000e-02,1.86000e-02,0.00000e+00,0.00000e+00
1.37801e-16,7.94302e-12,6.50288e-12,7.70000e-01,2.30000e-01,5.23380e-18,2.93000e+02,2.93071e-12,1.00000e+05,-9.71927e-02,5.00000e-08,0.00000e+00,-4.95101e-26,4.07020e-25,1,1.88000e-02,1.88000e-02,0.00000e+00,0.00000e+00
4.35444e-17,2.50913e-12,2.05420e-12,7.70000e-01,2.30000e-01,5.39129e-18,2.93000e+02,9.26067e-13,1.00000e+05,-9.80474e-02,4.02500e-08,0.00000e+00,-1.56406e-26,4.07020e-25,1,1.90000e-02,1.90000e-02,0.00000e+00,0.00000e+00
1.36440e-17,7.85689e-13,6.43237e-13,7.70000e-01,2.30000e-01,-2.27224e-20,2.93000e+02,2.90283e-13,1.00000e+05,-9.87492e-02,3.10001e-08,-1.40130e-45,-4.89746e-27,3.79064e-30,1,1.92000e-02,1.92000e-02,0.00000e+00,0.00000e+00
4.21367e-18,2.41963e-13,1.98093e-13,7.70000e-01,2.30000e-01,3.02652e-19,2.93000e+02,8.96385e-14,1.00000e+05,-9.92954e-02,2.22501e-08,0.00000e+00,-1.51093e-27,1.27192e-26,1,1.94000e-02,1.94000e-02,0.00000e+00,0.00000e+00
1.24591e-18,7.13674e-14,5.84277e-14,7.70000e-01,2.30000e-01,3.77066e-19,2.93000e+02,2.65886e-14,1.00000e+05,-9.96820e-02,1.55000e-08,-1.40130e-45,-4.47116e-28,1.27193e-26,1,1.96000e-02,1.96000e-02,0.00000e+00,0.00000e+00
3.19817e-19,1.81932e-14,1.48946e-14,7.70000e-01,2.30000e-01,8.82854e-20,2.93000e+02,6.94523e-15,1.00000e+05,-9.99127e-02,1.02500e-08,1.40130e-45,-1.14847e-28,7.94960e-28,1,1.98000e-02,1.98000e-02,0.00000e+00,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,7.70000e-01,2.30000e-01,0.00000e+00,2.93000e+02,0.00000e+00,1.00000e+05,-1.00000e-01,0.00000e+00,0.00000e+00,-3.99241e-29,1.58992e-27,1,2.00000e-02,2.00000e-02,0.00000e+00,0.00000e+00
